	news	summary
40	"김경래]거기에 대해서 구체적으로 지금 문제가 되고 있는 부분이 예를 들어 수사 종결권 문제 그리고 수사 범위 문제, 수사 준칙에 주간 부서를 어디로 하느냐? 여러 가지 문제 제기가 있는데 의원님이 보시기에 가장 중요한 것은 어떤 부분이 문제라고 보시는 거예요?
황운하]제가 볼 때 가장 중요한 문제는 검찰의 직접 수사 범위가 별로 달라 있지 않았다.
김경래]수사 범위 문제.
황운하]이게 가장 큰 문제입니다. 즉, 아까도 말씀 드렸지만 검찰의 힘을 이전과 달라지게 힘을 확 줄이는 게 검찰개혁의 취지거든요. 검찰의 힘은 직접 수사에서 주로 나왔습니다. 그런데 직접 수사 범위를 대폭 줄인다고 검찰청법을 개정했는데 실제로 대통령령을 보니까 검찰의 직접 수사 범위가 이전과 달라진 게 없어요.
김경래]6개 범위, 그러니까 부패, 경제, 공직자, 선거, 방위산업, 대형 참사 6개로 범위를 제한했잖아요.
황운하]부경공선방대 앞글자만 따서 부르는데요. 부경공선방대 6개 범죄로 제한하긴 했는데 이거는 지금까지 검찰이 직접 수사를 담당하던 모든 범죄가 다 들어가 있습니다. 즉, 검찰이 직접 수사를 가지고 힘 자랑하면서 수사권을 남용하고 또 어떤 전관예우의 비리를 불러오고 하는 것이 직접 수사의 문제였는데 그 검찰의 직접 수사가 경찰이 하듯이 도둑놈 잡고 하는 일이 아니었잖아요. 부패 범죄, 기업 비리 문제 또 고위공직자 범죄, 선거 범죄 이런 것 가지고 검찰이 직접 수사를 했거든요. 그 검찰이 직접 수사를 담당했던 범죄는 그대로 남아 있는 겁니다. 그럴 것 같으면 뭐로 수사권 조정했느냐는 거죠. 검찰의 직접 수사가 달라진 게 없다면 그게 무슨 검찰개혁이냐는 거죠. 이건 첫 번째 문제고 두 번째는 수사지휘권을 폐지하고 경찰에게 1차 종결권을 부여하는 그 문제도 대통령령에서 여러 가지 독소조항들이 들어감에 따라서 이른바 악마는 디테일에 있다는 그 말을 실감 나게 할 정도로 여러 가지 독소조항들이 들어가서 사실상 수사지휘권 폐지가 현행화되어버렸거나 즉, 무색해졌거나 또는 종결권 부여라는 것이 무색해진 이런 독소조항들이 많이 들어갔거든요."	수사 범위 문제가 가장 큰 문제인 것 같다. 검찰개혁의 취지와 다르게 검찰의 직접 수사 범위가 이전과 달라진 것이 없으며, 두 번째로 수사지휘권을 폐지하고 경찰에게 1차 종결권을 부여하는 것이 문제인 것 같다. 대통령령에 독소조항이 많이 들어간 것 같다.
41	"김경래]그런데 이번에 구하라 씨 죽음 같은 경우도 그 기사에도 악성댓글을 다는 사람들이 있어요.
이나영]맞습니다.
김경래]이게 말씀하신 대로 문제인데, 그러면 어떻게 해야 되느냐? 이게 또 난감한 부분 아닙니까? 교수님이 생각하시는 어떤 딱 잘라서 해결책이라고 하기에는 좀 뭐 하지만 어떤 방향으로 모색을 해야 되는지, 그 얘기를 듣고 싶네요.
이나영]보통 우리가 악성댓글에 문제가 있다고 하면 그 댓글을 차단하는 정책이나 법을 만들어야 된다고 얘기를 하잖아요. 저는 그건 굉장히 근시안적이라고 생각해요. 그러니까 우리 스스로 한 번 돌아보자는 거죠, 이 기회에. 옛날부터 여성은 순결과 정조를 강요했죠. 그렇지만 폭력의 피해자가 되면 그 여성이 ‘더러운 X, 음란한 X, 걸레 같은 X’ 이렇게 되죠. 오명과 낙인이 덮어 씌워집니다. 그리고 조금만 안 웃으면 어떻게 돼요? ‘상냥하지 않다, 여자가 왜 그러느냐?’ 그러다가 조금 웃으면 ‘헤프다, 쪼갠다, 아무나 보고 웃는다, 싸게 군다.’ 이렇게 이야기하죠. 그리고 여성은 항상 남성들의 소통과 교류, 의리와 비즈니스 그것을 위해서 교환되고 거래되어 왔죠. 그게 성매매 역사이기도 하고 지금 현재 각종 음란물과 성매매 알선 후기 사이트로 연결되죠. 그리고 여성의 몸을 찍은 불법촬영물들은 음란물로 만들어지고 그것이 또 남성들의 놀이문화와 오락을 위해 소비되죠. 그리고 그건 돈이 됩니다. 이런 문화 속에서 어떤 특정한 댓글이 잘못됐다고 처벌할 수 있는 법이 만들어질 때 과연 이런 문화는 없어질까요? 굉장히 근시안적이라고 생각해요. 성매매 알선 후기 사이트라는 게 있습니다. 거기에는 여성의 몸을 찍고 사생활을 품평한 그런 불법촬영물 그다음에 소위 리벤지 포르노물 그다음에 딥페이크라고 얼굴을 합성한 물 그리고 실제 성매매 여성을 찍은 사진도 있어요. 그렇지만 정말 피해자를 알 수 없는 그런 영상들이 어마어마하게 광고물로 뜨고 이것을 미끼로 성구매자를 유도하고 성구매자가 또다시 그런 영상을 올리고 또 그 밑에 후기를 단다는 말이에요. 한 사이트당 회원만 70만 명입니다. 이런 것들이 있는 한 우리가 어떤 포털사이트에 악성댓글을 단다는 것을 제한한다는 것은 어떤 의미를 가질까요? 그러면 모든 네티즌들 다 잡아넣어야 되는 거죠?"	악성 댓글을 해결하기 위해 댓글을 차단하는 정책이나 법을 만들어야 된다는 의견이 많지만 근시안적인 방법이라고 생각한다. 여성은 남성들의 소통과 교류 등을 위해서 교환되어 왔고, 음란물이 남성들의 놀이문화를 위해 소비되는 상황에서 특정 댓글을 처벌할 법이 만들어진다고 문화가 사라지지 않는다. 악성 댓글을 제한한다면 모든 네티즌을 잡아넣어야 한다.
42	"윤순구]일단 지금 여러 가지 성장 잠재력이나 지지적인 인적성이나 또 국민 상호 간의 친밀도 이런 면에서 아세안은 우리에게 매우 중요한 그런 파트너입니다. 아시는 것처럼 지금 아세안은 중국에 이어서 우리의 두 번째 교역 대상으로 작년에 교역이 1,600억에 육박했습니다.
김경래]중국에 이어서 두 번째예요?
윤순구]그렇습니다. 그 다음에 한-아세안 간 상호 방문객은 처음으로 1,100만을 돌파해서 이것은 단연 1위가 되겠습니다.
김경래]중국보다 많아요, 상호 방문객이?
윤순구]훨씬 많습니다. 훨씬 많고요. 그래서 이렇게 실질 관계가 아세안과는 뒷받침이 되고 있습니다. 그리고 우리가 어떤 나라든 경제 운용이나 국가 운영을 하는 데에 있어서 특정 국가의 의존도가 너무 높다는 것은 그건 바람직하지 않지 않습니까? 저희가 우리 주변에 있는 4대국 중심으로 외교 관계를 많이 수행해왔는데, 이렇게 관계를 좀 다변화하고 다양화하는 것들이 우리 국가 운영에 상당히 도움이 된다는 그런 것이고요. 또 하나는 저희가 특히 주목을 할 필요가 있다고 생각되는 게 지금 아세안 10개국은 다 북한하고 양자 외교 관계를 수립하고 있습니다. 북한이 이렇게 아무래도 심경적으로 문화권이 비슷하고 하기 때문에 아세안 국가들에 대해서는 상당히 편안하게 생각하고 있는데요. 아마 바로 그런 이유 때문에 2차에 걸친 북미 정상회담도 싱가포르하고 베트남 이 아세안에서 개최가 된 게 아닌가 싶습니다. 그래서 한반도를 포함한 역 내의 우리의 정책을 계속 아세안은 지지를 해왔습니다. 그래서 이런 아세안하고 관계를 돈독하게 하는 것, 이것은 우리에게 여러 가지 외교적이나 또는 경제적인 면에서도 국가 운영에 상당히 중요한 의미를 가지는 그런 일이다, 이렇게 생각하고 있습니다."	한국과 아세안과의 교역 및 상호 방문객 증가 등 아세안과의 협력적인 모습이 뒷받침되고 있다. 아세안과 북한은 문화권이 비슷하며 양자 외교관계를 수립하고 있다. 이로 인해 아세안과의 돈독한 관계는 우리나라에 외교적인 면과 경제적인 면 국가 운영에도 상당히 중요한 의미를 가진다.
43	"김경래]사용자 쪽에서는 6개월이 아니라 1년으로 단위시간 넓혀야 된다, 이것도 주장하고 있지 않나요?
문성현]그것은 일단 사회적 합의를 했기 때문에 그것은 일단 정리가 됐습니다.
김경래]그건 정리된 것으로 보고요.
문성현]자유한국당에서도 1년 이야기하다가 그것은 사회적 합의에 따라서 하겠다고 정리가 된 상황입니다.
김경래]그런데 지금 정부가 계도기간을 준다는 것은 입법화가 안됐기 때문에 유예하겠다, 이것은 이해가 되는데 예를 들어 특별연장근로를 사유를 넓히는 것 있지 않습니까? 경영상의 사유라든가 이런 부분 때문에 특별연장근로를 할 수 있게 만드는 것은 사실상 52시간 근로제 이것을 후퇴하는 것 아니냐, 이렇게 비판하고 있지 않아요, 노동계는?
문성현]탄력적 운영을 저희가 노사 간에 합의를 하면서 거기에도 어떤 내용이 들어 있느냐 하면 자연재해로 인해서 급격한 노동을 꼭 해야 되는 상황이 생기면 그것도 노사 간에 합의를 할 수 있다. 여기에다가 갑자기 예기치 못했을 때 급격하게 주문 물량이 들어왔다, 그런 경우도 노사가 합의를 거쳐서 즉, 노동자의 동의를 거쳐서 할 수 있도록 하는 게 탄력적 내용에 들어 있는 내용입니다. 그래서 이번에 정부에서 하는 특별연장근로 문제도 지난번에 노사정 간에 합의한 연장 위에 있다, 이렇게 보시면 될 것 같고요. 그래서 이게 특별한 문제를 안고 있는 것은 아니다. 저는 경사노위 위원장으로서 이것도 정부가 지난번 사회적 합의 연장해서 한 조치다, 이렇게 이해하고 있습니다."	사용자 측과 자유한국당은 단위시간을 1년으로 연장하자고 주장했으나 이는 사회적 합의를 따르는 것으로 정리되었다. 탄력적 운영에 대한 노사 간 합의 내용에는 자연재해나 급한 주문이 있을 때 노사 합의를 거쳐 근무를 더 할 수 있다는 내용이 있다. 따라서 특별연장근로의 사유 확대 역시 지난번의 노사정 합의와 연결되는 것이므로 별다른 문제는 없다고 본다.
44	"김경래]현안들에 대해서도 한 번씩 다 공통적으로 여쭤볼게요. 추미애 장관 아들 휴가 문제, 청탁 의혹 문제 여러 가지가 있는데 여기에 대한 입장 간단하게 설명을 해주시죠.
배진교]어쨌든 지금 추미애 장관의 아들이 무릎에 문제가 있었고 휴가 기간 중에 수술을 받은 것은 사실인 것 같습니다. 그러면 군에 행정 서류가 남아 있느냐, 남아 있지 않느냐고 하는 의혹들을 지금 계속 주고받고 또 대응을 하고 있는 상황인데요. 이 문제는 사실은 사실관계를 확실하게 증명하면 될 문제인 거고 그런 측면에서 추미애 장관이나 민주당도 이 문제를 적극적으로 대응하지 못한 측면이 있다. 이런 생각이 듭니다. 어쨌든 이런 문제로 우리 국민들이 지금 코로 나와 태풍으로 상당히 어려움을 겪고 있는데 지나치게 이런 문제가 이슈가 돼서 국민들의 마음에 상처가 되지 않았으면 좋겠습니다.
김경래]특임검사 찬성하세요?
배진교]과연 이런 문제로 특임검사가 필요한지 이것도 사실 검찰의 수사가 진행되고 있으니까 신속하게 검찰이 수사할 수 있도록 촉구하고 그 결과를 검찰이 빨리 내놓는 것이 필요하다고 생각합니다.
김경래]2차 재난지원금 선별 지급이 확정이 돼서 지금 진행이 되고 있는데 이 부분은 어떻게 보십니까?
배진교]저는 시종일관 모든 국민에게 지급해야 한다고 주장을 해왔고요. 또다시 왜 이렇게 힘들게 선별하려고 하는지 알 수 없습니다. 사실 재난지원금의 성격이 돈이 돌게 하고 어려움을 극복하는 데에 있지 않겠습니까? 그런데 정부와 여당은 소유와 이득 개념으로만 빈자와 부자를 나누는 것 같아요. 사실 이 재난지원금은 누군가에게는 생존이고 또 누군가에게는 여유를 줄 수 있고 또 누군가에게는 경험이 돼서 돈이 돌고 그만큼 어려움에 대해서 서로 이해하고 어려움을 덜어내는 공동체가 상생하는 방식인데 사회 공동체를 바라보는 데에 있어서 철학이 없는 것이 아닌가 하는 아쉬움이 많이 남습니다."	추미애 장관이나 민주당은 추미애 장관 아들이 무릎에 문제가 있어 휴가 기간 중 수술받은 사실에 대해 사실관계를 확실하게 증명하지 못하고 있다. 이를 해결하기 위해 검찰의 수사가 진행되고 있다. 2차 재난지원금 지급 방식이 선별 지급으로 확정되어 진행되고 있다.
45	"김경래]뉴스 기능을 폐지하고. 그런데 독점은 뉴스 기능 말고라도 지금 네이버 자체가 포털산업에서 독점을 갖고 있잖아요.
김기식]그런데 검색 그 자체만 가지고는 사실 독점이 문제가 되지는 않습니다.
김경래]그래요?
김기식]이게 쇼핑이라든가 어떤 비즈니스와 관련되어서 연결되어질 때 문제가 발생하는 거죠.
김경래]생각해 보면 맛집 검색 이런 거 네이버에서 하잖아요. 그거 다 광고로 연결되어 있지 않습니까?
김기식]다 광고죠.
김경래]그런 거 보면 좀 폐해가 심각하기는 한데 뉴스 기능만 일단 폐지를 하는 게 독점을 해체하는 첫 번째 걸음이다 이렇게 보면 되나요?
김기식]네.
김경래]그런데 놓으려고 할까요, 네이버가.
김기식]저는 제가 알기로는 그 점 관련해서 네이버 내부에서도 논란이 있는 것으로 제가 알고 있고요.
김경래]그래요?
김기식]네, 그러니까 실제로 뉴스를 통해서 뉴스를 검색하고 뉴스를 보기 위해서 들어온 참여자, 네이버 이용자를 나중에 쇼핑이나 이런 걸로 연결하기 위해서 일종의 뉴스라는 게 좀 속되게 표현하면 미끼 상품 같은, 미끼 정보 같은 역할을 해 주는 건데 이제 더 이상 네이버가 이런 방식으로 가면 좀 곤란하지 않나 저는 이런 생각을 갖고 있고요. 예를 들어서 네이버가 구글에는 이겼습니다. 그런데 유튜브한테는 지금 밀리고 있고 네이버의 가장 큰 위기감은 유튜브거든요."	네이버는 포털산업에서 독점을 가지고 있다. 네이버가 네이버 이용자를 쇼핑으로 연결하기 위한 미끼 상품으로 뉴스를 이용하면서 폐해가 심각해졌다. 뉴스 기능을 폐지하는 것이 독점을 해체하는 첫걸음이다.
46	"김경래]우리 정부는 이미 지 소미아 종료 방침을 여러 차례 확인했습니다. 청와대도 그렇고요. 그런 상황에서 우리 정부를 이런 식으로 계속 압박하는 건 우리를 입장에서 보면 좀 우리 정부를 무시하는 거 아니냐 이렇게 바라볼 소지도 있는 거 아니에요?
김종대]아니, 뭐 지금 미국이 자꾸 이렇게 압박을 가하는 것은 이미 23일 12시를 기해서 종료되기로 되어 있는 지 소미아에 대한 한국 정부의 입장 변경을 촉구하는 거거든요. 그런데 불가능합니다. 제가 딱 잘라결론부터 말씀드리겠는데 이제 와서 우리가 지 소미아 연장을 결정한다? 그렇게 입장 변경을 하는 건 문재인 정부가 하고 싶어도 못합니다.
김경래]그거는 왜 그렇죠?
김종대]명분 없는 입장 변경을 하게 되면 문재인 정부 위신은 완전히 추락할 것이고 또 일본은 이를 기회로 한국을 본격적으로 길들이려고 할 거거든요. 그러니까 한국은 이제 주변국 눈치나 보는 국가로 전락하는 건데 그렇게 되면 이제 국제 정치에서 어떤 위신이라는 건 생각할 수가 없고 그저 주변국에 끌려다니고 눈치나 보는 이런 국가로 거의 파국적인 상황까지도 저는 예상되고. 그런 걸 갖다가 우리 정부한테 강요한다? 그러면서 한일 간의 문제에 대해서는 별다른 중재도 하지 않는다. 이렇게 되면 이런저런 일이 우리로서는 상호 동맹 관계에서도 부정적인 영향이 예상되는 매우 비극적 결과로 이어질 겁니다."	우리 정부가 지소미아 종료를 이미 결정했는데도 불구하고 미국이 계속 압박을 해오는 것은 한국 정부의 입장 변경을 요구하는 것이다. 그러나 한국 정부는 명분 없이 지소미아 연장을 할 수 없다. 명분 없이 입장 변경을 할 경우 우리 정부의 정치적 위신이 떨어질뿐더러 주변국의 눈치나 봐야 하는 상황까지 갈 수 있고 일본은 우리나라를 길들이려고 할 것이다.
47	"김경래]똑같죠, 대동소이해요, 한두 개 빼고는.
엄경철]그런데 우리는 수신료를 받으면서 똑같은 뉴스를 제공하면 너희 왜 돈받니, 이런 질문을 받을 수 있다는 측면도 있었고요. 여러 가지 측면이 있는데 어찌됐건 출입처 제도라는 게 뉴스가 되는 것도 슬픈 일인 것 같습니다.
김경래]그래요? 그런데 이게 사실은 조국 전 장관, 사퇴 김경록 PB의 인터뷰, 검찰과의 유착? 하여간의 이런 출입처에서의 유착, 이런 것에 대한 어떤 반작용, 어떤 대안으로 내떼어 것 아니냐, 이렇게 해석하는 수가 많을 것 아니겠습니까?
엄경철]연관되어 있습니다. 그러니까 따지고 보면 조국 전 장관은 장관 후보자였고 또 워낙 정치적으로 여러 가지 가능성이 점쳐지는 인물이어서 언론의 관심이 높은 건 당연한데 일개 장관의 검증이라는 이름으로 그렇게 많은 보도를 할 이유가 있었을까, 보도의 양적인 균형? 측면에서 과하다는 비판을 굉장히 많이 받아왔습니다, 대선 후보도 아니었고 당시에 이를테면. 그 원인 중에 하나는 결국 출입처 제도에 있지 않나. 출입처 검찰 기자실에 몇 명 있는지 아십니까, 혹시?
김경래]KBS요?
엄경철]아니, 말고요. 검찰 기자실에 지금 상주하는 거의 적을 걸어놓고.
김경래]한 100명은 넘겠죠?
엄경철]200명 그 정도로 알고 있습니다. 그렇게 들은 것 같습니다."	출입처 제도라는 게 뉴스가 되는 것이 슬픈 일인데, 조국 전 장관, 사퇴 김경록 PB의 인터뷰, 검찰과의 유착도 이런 출입처에서의 유착으로 해석할 수가 있다. 조국 전 장관은 장관의 검증이라는 명분으로 그렇게 많은 보도를 할 이유가 있는 지에 대한 비판을 많이 받아왔다. 검찰 기자실에 적을 두고 상주 하는 기자는 200명 정도다.
48	"임태훈]안녕하십니까?
김경래]그리고 자주국방네트워크 이 일우 사무국장님 안녕하세요.
이 일우]안녕하십니까?
김경래]청취자 분들은 두 분의 입장이 뭔지 잘 모르실 수 있으니까 간략하게 모병제에 대한 기본 입장을 좀 들어볼게요. 소개를 나중에 했으니까 이 일우 사무국장님 먼저 좀 말씀을 해주세요.
이 일우]저는 기본적으로 모병제에 대해서 좀 반대하는 입장이고요. 모병제라는 것이 국가안보상에 굉장히 중요한 정책인데 왜 선거 때마다 선거용 목적으로 이런 이야기가 논의되어야 하는지 참 안타깝습니다.
김경래]원래 선거 때 중요한 이야기하는 거 아닌가요?
이 일우]중요한 이야기인데 사실 이 부분은 어떤 전문적인 부분이기 때문에 이 부분을 잘 모르시는 분들이 이거를 가지고서 아젠다를 꺼내는 건 좀 문제가 있다고 보고 있습니다.
김경래]정치공학적으로 꺼내는 건 좀 문제가 있다?
이 일우]그렇습니다.
김경래]그리고 군인권센터 임태훈 소장님은 입장을 간단하게 말씀해 주시면요.
임태훈]저는 조건부 찬성입니다.
김경래]조건? 어떤.
임태훈]군에 대한 문민 통제가 지금 한국은 그닥 세지 않거든요, 독일처럼. 독일처럼 국방 옴부즈맨 제도도 저희는 없고요. 그리고 평화헌법이고 문민우위헌법임에도 불구하고 의회가 여전히 국방부를 통제하는 기능이 약해요. 대통령만이 군을 통제할 수 있거든요. 그렇다면 각종 병영 부족이나 최근에 발생하는 계엄령 문건에서의 내란 음모라든가 이런 것들을 강하게 통제할 수 있는 제도 장치를 마련한 다음에 저는 징모혼합제로 조금 가다가 모병제로 전환하는 것을 장기 과제로 논의해야 한다. 앞서 우리 이 일우 국장님이 말씀하신 것처럼 선거철에만 논의되는 건 좀 부적절한 건 맞습니다. 물론 선거 때 중요한 이야기는 하지만 저는 이후에도 계속 지속되어야 한다고 보고 있습니다, 이 논의가."	모병제 문제는 중요하고 전문적인 부분이기 때문에 비전문가들이 선거를 위해 이 문제를 이용하는 것은 적절치 않다고 생각한다. 한편 한국은 군에 대한 문민 통제가 강하지 않아 의회가 군을 통제하기 힘든 상황에 놓여있다. 군을 통제할 수 있는 제도를 마련한 다음 장기적으로 모병제로 전환해야 한다고 생각을 한다.
49	"김경래]문희상 국회의장이 최근에 일본에 가서 징용 피해자 보상 문제 해법을 제안했습니다. 이게 한국, 일본 기업들이 참여하는 재단을 만들고 양국 국민이 성금을 내자, 이런 제안이었습니다, 뼈대만 이야기하면요. 지금 또 논란이 됐던 위안부 피해자들 관련된 화해치유 재단 남은 돈도 여기에 투입을 하자. 이게 최근에 한일 갈등 상황을 돌파하기 위한 제안인 것 같은데, 일본 쪽도 받아들이지 않았고 우리 정부도 좀 선을 긋고 있고 더군다나 위안부 피해자들 그리고 강제 동원 피해자들이 반발하고 있습니다. 관련 얘기를 오늘은 짧게나마 윤미향 정의기억연대 이사장 연결해서 여쭤보겠습니다. 안녕하세요?
윤미향]안녕하세요?
김경래]제가 아까 문희상 국회의장의 제안을 간략하게 설명해 드렸는데, 여기에 대해서 입장이 어떠신가요?
윤미향]이건 2015년 한일합의보다도 훨씬 더 후퇴한 그런 안이고요. 무엇보다도 피해자들을 그동안 일본 정부가 계속해서 범죄 인정과 사죄와 배상 방식이 아닌 위로금 지급하겠다는 이야기들이 위안부 문제뿐만 아니라 계속 나왔어요. 그것을 한국의 국회의장이 스스로 마치 피해자들 동정의 기금인 양... 이런 의견들이 여기 안에 다 들어가 있는 거죠.
김경래]그러니까 문희상 의장의 말에 사죄라든가 배상이라든가 이런 부분이 포함이 안되어 있다, 이런 말씀이신 거죠?"	문희상 국회의장이 일본에서 징용 피해자 보상 문제를 해결하고자 양국 국민들의 성금과 그리고 한국과 일본 기업들이 함께하는 재단을 만들자고 의견을 냈다. 거기다 화해치유 재단의 돈도 이 재단에 넣자고 했으나 한국과 일본 정부 그리고 위안부 및 강제 동원 피해자들은 반대하고 있다. 이것은 피해자들을 동정하는 돈이고 사죄와 배상이 없는 퇴보한 안건이다.
0	"화자1]경기가 끝난 후 해변에서 작은 파티가 열렸다.
인구가 700명뿐인 작은 마을이지만.
폴로 선수들에 마을 사람들까지 모여 
해변이 북적인다.
슬슬 배가 고파질 무렵 
고소한 냄새가 솔솔 났다.
세 시간의 기다림 끝에 200인분 파에야 완성.
보기만 해도 배가 정말 고프다.
촬영하는 제작진이 안돼 보였는지 
친절한 아저씨가 한 접시 더 챙겨주신다.
게다가 편안한 탁자까지.
덕분에 허기를 달랠 수 있었다.
이렇게 따뜻한 사람들과 함께 먹고 또 몸을 흔들며 
발데스 반도에서의 하루가 지나갔다.
다음 날 아침, 
전날 파티에서 만난 시장님이 제작진을 초대했다.
도착한 곳은 베인 티오 초 데 홀리오라는 작은 마을.
바로 요리가 시작됐다.
이 아사도 방식은 모든 부위가 골고루 익을 수 있도록 
이렇게 고기를 완전히 펼치고 
칼집을 내 속살도 열어준다.
그런 다음 십자가 모양의 쇠꼬챙이에 
고기를 눕히고 단단히 고정시켜주면 준비가 끝난다.
온도계가 필요 없는 파타고니아의 손맛.
그렇게 002시간 만에 노릇노릇 아사도가 완성됐다.
이곳에서는 보통 주말에 가족과 함께 
아사도를 먹는다고 한다.
그 맛도 일품이었다."	경기가 끝나고 폴로 선수와 마을 사람들까지 모여 해변에서는 파티가 열렸다. 200인분의 파에야가 완성되고, 촬영하는 취재진까지 챙겨주신 '아저씨' 덕에 발데스 반도에서의 하루가 파티로 마무리되었다. 다음날 시장의 초대로 베인 티오 초 데 홀리오라는 작은 마을에 가서 그곳 사람들이 평소 주말에 먹는다는 아사도를 먹었다.
1	"화자8]10년 전인 64년 1차 인혁당 사건 때 
증거 부족도 고문 의혹 같은 거로 집행유예를 대부분 받았는데 
그렇다면 10년 뒤인 74년에는 이들은 어떻게 됐을까요? 
당시 긴급 조치 4호가 발생된 상황이었기 때문에 
인혁당 재건위 피해자들은 민간인 신분임에도 
군사 법원에서 재판을 받아야만 했습니다.
1심인 비상보통군법회의와 2심인 비상고등군법회의.
이렇게 두 번의 군사 재판이 열렸는데요.
우선 피해자들은 처음 연행된직후부터 마지막까지 
가족 면회를 단 한 차례도 갖지 못했습니다.
피의자 변론을 담당했던 변호사 역시 
재판 직전 딱 한 번만 피의자들을 만나고 변론에 들어갔고 
피의자들은 법정에서 모든 혐의가 
고문으로 조작됐음을 일관되게 주장했지만.
받아들여지지 않았습니다.
화자2]검사가 아무리 다그쳤다고 해도 
어떻게 그걸 판사가 보고 있는데 가만히 있을 수가 있죠? 
화자8]더욱 놀라운 사실은 공판 조서가 날조됐다는 겁니다.
변호사와 가족들이 법정에서 들었던 것과는 
전혀 다른 내용이 공판 조서에 적혀 있었다는 겁니다."	64년 1차 인혁당 사건은 대체로 집행유예가 판결되었다. 긴급 조치 4호가 발생한 74년도 인혁당 재건위 피해자들이 두 번의 군사 재판을 거치는 과정에서 가족 면회는 전무했고, 피의자와 변호사 간의 접견 또한 한 차례에 그쳤다. 피의자들은 고문 조작이 있었다며 혐의를 부정했으나 인정되지 않았고 공판 조서 또한 조작되었다.
2	"화자1]웅장한 산세를 자랑하는 
국만목 자리에 안기듯 자리 잡은 동네.
초가을 들녘을 깨우는 굴착기 소리가 요란한데.
능숙하게 다루는 굴착기를 운전자 얼굴이 
아직 엣되다.
두둑한 일당 받을 생각에 
벌써부터 신이 난 15살 김건화.
그래도 이건 희망사항일 뿐.
아직은 얼마 안 되는 용돈만으로도 행복한 
중학교 2학년이다.
한 번 굴착기에 앉으면 도통 시간 가는 줄을 모르니.
말리는 건 매번 엄마 몫이다.
어쩌겠는가.
공부보다 재미있는 일을 찾고 만 것을.
건화 덕에 잡풀 투성이던 땅이 
제법 밭 형태를 갖췄다.
취미는 농사, 특기는 굴착기 운전.
장래 희망은 농부인 건화.
3년 전 포천에 정착하며 
처음으로 농사를 짓기 시작한 건화네.
엄마는 아직도 농사에 도통 취미를 붙이지 못 했는데.
심고 가꾸고 수확하는 재미를 알게 된 건화.
농작물을 키워보면 키워볼수록 
농부가 되겠다는 그 꿈이 점점 더 
굳건해지는 중이다.
올겨울 식구들 밥상을 책임질 
배추밭 하나를 뚝딱 완성하고.
마당 너머 작업장으로 향하는 건화."	산 밑에 자리한 동네에서 익숙한 듯 굴착기를 다루는 건화는 중학교 2학년이다. 건화에게 굴착기를 다루는 일은 공부보다 재미있는 일이며, 취미는 농사이고 특기는 굴착기 운전이다. 3년 전 포천에 이사 와 건화네는 처음으로 농사를 시작했으며, 이내 건화는 심고 가꾸고 수확하는 것에 대한 재미를 알게 되었다고 한다.
3	"화자1]그러니까.
기본적으로 지금 미국 국무성뿐만아니라 미군정이 추진하는 정책에는 방해물이 돼버린 겁니다.
화자2]미국 입장에서는 공산주의의 확정을 굉장히 견제하는 입장이었잖아요.
그렇다면 이승만이 그런 반공적인 입장을 취하는 게 미국으로서는 좀 고맙지않았을까요?
화자3]그런데 그때 상황을 조금 또 달라요.
본격적으로 냉전이 확 시작하기 조금전이었기 때문에 그리고 다들 아시겠지만.2차 세계대전 당시에는 사실 소련하고 미군하고 같이 연합군에 속해있었죠.
어떻게 보면 약간 정치적인 파트너다.
협의를 통해서 하나의 통일된 정부를 이한반도에 세워놓고 나가자 그게 더 컸다고봐요, 저는.
화자1]그 시점에서 사실 이승만 대통령은정치9단이고 눈치 9단이에요.
지방을 돌기 시작합니다.
이게 굉장히 저는 역사적 사건이라고 생각을 해요."	미국의 입장에서는 공산주의를 견제했으니 이승만의 반공주의를 환영할 수 있었겠으나, 당시의 미국은 본격적인 냉전 이전이었으므로 소련과의 정치 파트너 관계를 유지하고 있었다. 따라서 미국은 소련과의 협상을 통해 한반도에 통일 정부를 수립하고자 하였다. 그렇게 미국의 걸림돌이 되는 것 같았던 이승만은 눈치 빠르게 지방을 순회하기 시작했다.
